sample_id,latitude,longitude,label,split,spatial_group
BG_156,23.68065305809177,92.7340991085862,0,train,Central_West_Aizawl_Block
BG_40,23.712722913734847,92.67858322402762,0,train,Central_West_Aizawl_Block
BG_123,23.5650398810256,92.81791192459455,0,train,Central_West_Aizawl_Block
BG_275,23.762309917418243,92.67885271861286,0,train,Central_West_Aizawl_Block
BG_216,23.47961009750583,92.67292383773768,0,val,South_Aizawl_Block
BG_153,23.575550169849794,92.67373232149338,0,train,Central_West_Aizawl_Block
BG_23,23.869838256927352,92.64866932506644,0,train,Central_West_Aizawl_Block
BG_261,24.049052156109195,92.57159387368898,0,train,Central_West_Aizawl_Block
BG_110,24.08408645218985,92.79823881987234,0,test,NorthEast_Aizawl_Block
BG_81,23.512488436904604,92.86803791744843,0,val,South_Aizawl_Block
BG_207,23.908645477201315,92.9483473038487,0,test,NorthEast_Aizawl_Block
BG_212,23.6793055851656,92.96020506559908,0,train,Central_West_Aizawl_Block
BG_39,23.696014249450226,92.72790073312578,0,train,Central_West_Aizawl_Block
BG_240,24.049860639864903,92.84324441560672,0,test,NorthEast_Aizawl_Block
BG_291,23.54267183045102,92.85671914486852,0,val,South_Aizawl_Block
BG_258,23.794918762231784,92.61794694234956,0,train,Central_West_Aizawl_Block
